analitico_registro,analitico_humedad,analitico_s,analitico_t,analitico_ph_pasta,analitico_ph_h2o,analitico_ph_kcl,analitico_resistencia_pasta,analitico_base_ca,analitico_base_mg,analitico_base_k,analitico_base_na,analitico_arcilla,analitico_carbono_organico_c,analitico_carbono_organico_n,analitico_limo_2_20,analitico_limo_2_50,analitico_arena_muy_fina,analitico_arena_fina,analitico_arena_media,analitico_arena_gruesa,analitico_arena_muy_gruesa,analitico_arena_total,analitico_gravas,analitico_ca_co3,analitico_agua_15_atm,analitico_agua_util,analitico_conductividad,analitico_h,analitico_saturacion_t,analitico_saturacion_s_h,analitico_densidad_aparente,analitico_profundidad_muestra,analitico_agua_3_atm,analitico_carbono_organico_cn,analitico_base_al,analitico_p_ppm,barnices,co3,color_humedo_hvc,color_seco_hvc,concreciones,consistencia_en_seco,consistencia_en_humedo,consistencia_adhesividad,consistencia_plasticidad,estructura_tipo,estructura_clase,estructura_grado,formaciones_especiales,horizonte,humedad,id,limite_tipo,limite_forma,moteados,perfil_id,perfil_numero,perfil_profundidad_napa,perfil_cobertura_vegetal,perfil_material_original,perfil_modal,perfil_fecha,perfil_vegetacion_o_cultivos,perfil_observaciones,perfil_publico,perfil_capacidad_subclases,perfil_capacidad_clase,perfil_ubicacion_descripcion,perfil_ubicacion_recorrido,perfil_ubicacion_mosaico,perfil_ubicacion_aerofoto,perfil_ubicacion_latitud,perfil_ubicacion_longitud,perfil_paisaje_tipo,perfil_paisaje_forma,perfil_paisaje_simbolo,perfil_humedad_subclases,perfil_humedad_clase,perfil_erosion_clase,perfil_erosion_subclase,perfil_pedregosidad_clase,perfil_pedregosidad_subclase,perfil_serie_nombre,perfil_serie_simbolo,perfil_serie_descripcion,perfil_serie_provincia,perfil_grupo_codigo,perfil_grupo_descripcion,perfil_fase_codigo,perfil_fase_nombre,perfil_sales,perfil_uso_de_la_tierra,perfil_relieve,perfil_permeabilidad,perfil_escurrimiento,perfil_pendiente,perfil_anegamiento,perfil_drenaje,perfil_posicion,ph,profundidad_inferior,profundidad_superior,raices,textura
NA,12.2,NA,NA,7.6,8,NA,NA,NA,NA,1.46,NA,1,0.58,0.05,NA,39.2,31.8,8.9,5.5,2.6,1,NA,NA,1,NA,NA,0.18,NA,NA,NA,NA,78-88,NA,10,NA,NA,NA,NA,7.5YR 5/4,NA,NA,NA,muy friable,,,masiva,,,NA,C2ca,NA,15376,,,NA,3387,4,NA,80,NA,modal,1992-01-01,"Arbustal alto abierto. Trichloris crinita, Gouinia paraguariensis, Digitaria californica, Papphophoun caespitosum, Setaria leucophyla, Prosopis torquata, Larrea divaricata, Mimozyganthus carinatus, Cercidium praecox, Condalia microphylla, Maytenus espinosa, Ximenea americana, Capparis atamisquea, Tricomario usillo, Aspidosperma quebracho blanco, Prosopis flexuosa",NA,true,ec,VI,Sector central del campo de la EEA Chamical - La Rioja,NA,NA,NA,-30.507119,-66.123292,Lomas planas,NA,NA,NA,NA,moderada,hídrica,NA,NA,Las Vizcacheras 2,LVz2,NA,La Rioja,NA,Torriortente típico,NA,Moderadamente erosionada,NA,NA,subnormal,moderada,muy lento,NA,NA,NA,loma,NA,88,78,NA,franco
NA,NA,45,50.9,NA,5.1,4.9,NA,37.8,3.3,0.91,3,NA,4.9,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.86,NA,88.4,NA,0-4,NA,4.8,0.05,31.9,,,10YR 4/4 ,10YR 5/2,,NA,suelto,no adhesivo,no plástico,,,,,O,Húmedo,9854,claro,suave,,2193,CFI 200,NA,80,"Formación Post Yupoí. Sedimentos recientes y actuales, arcillosos y arenosos",modal,1986-08-12,"La vegetación está compuesta de pajonales de cortadera (Panicum prionitis), paja amarilla (Sorghastrum agrostoides) y Paspalum sp., además de árboles aislados.","FICHA CORRESPONDIENTE A CONVENIO PARCIALMENTE FINANCIADO POR EL CONSEJO FEDERAL DE INVERSIONES.
Último horizonte se observan moteados abundantes de color 2,5Y 6/6.
Las lentes encontradas en el horizonte C posiblemente son cristales de sulfatos, son brillosos y parecen pequeñas escamas. 
Este perfil corresponde a un sector un poco más elevado dentro del plano del malezal con mayor cantidad de árboles (nuchos muertos).
La superficie del suelo es más nivelada sin presencia de surcos y columnas.

Familia: arcillosa fina.",true,NA,NA,"A 2,5 km. de entrada de Estancia San José, por ruta N° 30, hacia el Oeste a 500 mts. de la tranquera. - Departamento de Curuzú Cuatiá.",413,NA,413,-29.632643,-58.788821,Malezal,NA,C3,húmedo,uniforme,moderada,hídrica,NA,NA,San José ,Sjo,NA,Corrientes,NA,"Argiacuoles típicos, arcilloso fina ",NA,NA,NA,ganadero,subnormal,lenta,muy lento,0 - 1%,clase 1,clase 2,bajo,5.1,4,0,Abundantes,franco arcilloso
NA,NA,33.83,39.1,NA,5.7,5.2,NA,28.8,2.4,0.48,2.15,40.95,1.74,0.27,39.2,45.85,1.85,7.1,3.6,0.5,NA,NA,NA,NA,NA,NA,NA,5.31,NA,86.5,NA,4-11,NA,6.4,0.05,17.3,,,"10YR 2,5/1",10YR 4/1,,NA,friable,adhesivo,muy plástico,bloques angulares,medios,moderado,,A,Húmedo,9855,claro,suave,,2193,CFI 200,NA,80,"Formación Post Yupoí. Sedimentos recientes y actuales, arcillosos y arenosos",modal,1986-08-12,"La vegetación está compuesta de pajonales de cortadera (Panicum prionitis), paja amarilla (Sorghastrum agrostoides) y Paspalum sp., además de árboles aislados.","FICHA CORRESPONDIENTE A CONVENIO PARCIALMENTE FINANCIADO POR EL CONSEJO FEDERAL DE INVERSIONES.
Último horizonte se observan moteados abundantes de color 2,5Y 6/6.
Las lentes encontradas en el horizonte C posiblemente son cristales de sulfatos, son brillosos y parecen pequeñas escamas. 
Este perfil corresponde a un sector un poco más elevado dentro del plano del malezal con mayor cantidad de árboles (nuchos muertos).
La superficie del suelo es más nivelada sin presencia de surcos y columnas.

Familia: arcillosa fina.",true,NA,NA,"A 2,5 km. de entrada de Estancia San José, por ruta N° 30, hacia el Oeste a 500 mts. de la tranquera. - Departamento de Curuzú Cuatiá.",413,NA,413,-29.632643,-58.788821,Malezal,NA,C3,húmedo,uniforme,moderada,hídrica,NA,NA,San José ,Sjo,NA,Corrientes,NA,"Argiacuoles típicos, arcilloso fina ",NA,NA,NA,ganadero,subnormal,lenta,muy lento,0 - 1%,clase 1,clase 2,bajo,5.7,11,4,Comunes,arcilloso limoso
NA,NA,48,48.6,NA,6.8,6.3,NA,40.5,2.6,0.31,4.62,57.47,0.77,0.16,27.36,32.01,1.35,5.35,2.75,0.3,0.35,NA,NA,NA,NA,NA,NA,0.63,NA,98.8,NA,11-30,NA,4.8,0.05,9.3,"clsk, escasos, finos ",Reacción moderada,10YR 3/1,"10YR 4,5/1","Carbonato de calcio, abundantes, hierro manganeso, escasas",NA,friable,adhesivo,plástico,prismas compuestos irregulares,gruesos,fuerte,,Btk,Húmedo,9856,gradual,suave,"Escasos, débiles, finos ",2193,CFI 200,NA,80,"Formación Post Yupoí. Sedimentos recientes y actuales, arcillosos y arenosos",modal,1986-08-12,"La vegetación está compuesta de pajonales de cortadera (Panicum prionitis), paja amarilla (Sorghastrum agrostoides) y Paspalum sp., además de árboles aislados.","FICHA CORRESPONDIENTE A CONVENIO PARCIALMENTE FINANCIADO POR EL CONSEJO FEDERAL DE INVERSIONES.
Último horizonte se observan moteados abundantes de color 2,5Y 6/6.
Las lentes encontradas en el horizonte C posiblemente son cristales de sulfatos, son brillosos y parecen pequeñas escamas. 
Este perfil corresponde a un sector un poco más elevado dentro del plano del malezal con mayor cantidad de árboles (nuchos muertos).
La superficie del suelo es más nivelada sin presencia de surcos y columnas.

Familia: arcillosa fina.",true,NA,NA,"A 2,5 km. de entrada de Estancia San José, por ruta N° 30, hacia el Oeste a 500 mts. de la tranquera. - Departamento de Curuzú Cuatiá.",413,NA,413,-29.632643,-58.788821,Malezal,NA,C3,húmedo,uniforme,moderada,hídrica,NA,NA,San José ,Sjo,NA,Corrientes,NA,"Argiacuoles típicos, arcilloso fina ",NA,NA,NA,ganadero,subnormal,lenta,muy lento,0 - 1%,clase 1,clase 2,bajo,6.8,30,11,Comunes,arcilloso
NA,NA,55.1,55.1,NA,7.5,7,NA,46,3.5,0.21,5.37,54.46,0.71,0.13,26.57,31.94,1.25,4.65,2.9,1.65,3.05,NA,NA,NA,NA,NA,NA,0,NA,100,NA,30-70,NA,5.4,0.05,8.1,"slck, abundantes, clsk, abundantes",Reacción moderada,10YR 3/2,10YR 5/1,"Carbonato de calcio, muy abundates",NA,friable,muy adhesivo,muy plástico,prismas compuestos irregulares,gruesos,fuerte,,Btkss1,Húmedo,9857,gradual,suave,,2193,CFI 200,NA,80,"Formación Post Yupoí. Sedimentos recientes y actuales, arcillosos y arenosos",modal,1986-08-12,"La vegetación está compuesta de pajonales de cortadera (Panicum prionitis), paja amarilla (Sorghastrum agrostoides) y Paspalum sp., además de árboles aislados.","FICHA CORRESPONDIENTE A CONVENIO PARCIALMENTE FINANCIADO POR EL CONSEJO FEDERAL DE INVERSIONES.
Último horizonte se observan moteados abundantes de color 2,5Y 6/6.
Las lentes encontradas en el horizonte C posiblemente son cristales de sulfatos, son brillosos y parecen pequeñas escamas. 
Este perfil corresponde a un sector un poco más elevado dentro del plano del malezal con mayor cantidad de árboles (nuchos muertos).
La superficie del suelo es más nivelada sin presencia de surcos y columnas.

Familia: arcillosa fina.",true,NA,NA,"A 2,5 km. de entrada de Estancia San José, por ruta N° 30, hacia el Oeste a 500 mts. de la tranquera. - Departamento de Curuzú Cuatiá.",413,NA,413,-29.632643,-58.788821,Malezal,NA,C3,húmedo,uniforme,moderada,hídrica,NA,NA,San José ,Sjo,NA,Corrientes,NA,"Argiacuoles típicos, arcilloso fina ",NA,NA,NA,ganadero,subnormal,lenta,muy lento,0 - 1%,clase 1,clase 2,bajo,7.5,70,30,Escasas,arcilloso
NA,NA,67.6,67.6,NA,7.6,7,NA,58.3,3.8,0.23,5.27,45.98,0.49,0.1,34.52,40.12,1.25,5,2.75,1.35,3.05,NA,NA,NA,NA,NA,NA,0,NA,100,NA,70-100,NA,4.9,0.05,8.1,"slck, abundantes, clsk, abundantes",Reacción moderada,10YR 5/2,10YR 6/1,,NA,friable,muy adhesivo,muy plástico,prismas compuestos irregulares,gruesos,fuerte,Chorreaduras finas,Btkss2,Húmedo,9858,gradual,suave,,2193,CFI 200,NA,80,"Formación Post Yupoí. Sedimentos recientes y actuales, arcillosos y arenosos",modal,1986-08-12,"La vegetación está compuesta de pajonales de cortadera (Panicum prionitis), paja amarilla (Sorghastrum agrostoides) y Paspalum sp., además de árboles aislados.","FICHA CORRESPONDIENTE A CONVENIO PARCIALMENTE FINANCIADO POR EL CONSEJO FEDERAL DE INVERSIONES.
Último horizonte se observan moteados abundantes de color 2,5Y 6/6.
Las lentes encontradas en el horizonte C posiblemente son cristales de sulfatos, son brillosos y parecen pequeñas escamas. 
Este perfil corresponde a un sector un poco más elevado dentro del plano del malezal con mayor cantidad de árboles (nuchos muertos).
La superficie del suelo es más nivelada sin presencia de surcos y columnas.

Familia: arcillosa fina.",true,NA,NA,"A 2,5 km. de entrada de Estancia San José, por ruta N° 30, hacia el Oeste a 500 mts. de la tranquera. - Departamento de Curuzú Cuatiá.",413,NA,413,-29.632643,-58.788821,Malezal,NA,C3,húmedo,uniforme,moderada,hídrica,NA,NA,San José ,Sjo,NA,Corrientes,NA,"Argiacuoles típicos, arcilloso fina ",NA,NA,NA,ganadero,subnormal,lenta,muy lento,0 - 1%,clase 1,clase 2,bajo,7.6,100,70,Escasas,arcilloso
NA,NA,76.3,76.3,NA,7.6,6.9,NA,67,4,0.22,5.09,43.36,0.41,0.08,36.52,44.09,1.1,3.85,2.85,2.3,2.05,NA,NA,NA,NA,NA,NA,0,NA,100,NA,100 +,NA,4.9,0.05,8.1,"slck, escasos, clsk, abundantes",Reacción moderada,"2,5YR 6/2",10YR 6/2,,NA,muy friable,muy adhesivo,muy plástico,bloques angulares,medios,débil,"Lentes de sílice, muy abundantes, vetas gleyzadas, concreciones de carbonato de calcio, chorreaduras de color negro",Ckssg,Húmedo,9859,,,"Abundantes, precisos, finos, 2,5Y 6/6",2193,CFI 200,NA,80,"Formación Post Yupoí. Sedimentos recientes y actuales, arcillosos y arenosos",modal,1986-08-12,"La vegetación está compuesta de pajonales de cortadera (Panicum prionitis), paja amarilla (Sorghastrum agrostoides) y Paspalum sp., además de árboles aislados.","FICHA CORRESPONDIENTE A CONVENIO PARCIALMENTE FINANCIADO POR EL CONSEJO FEDERAL DE INVERSIONES.
Último horizonte se observan moteados abundantes de color 2,5Y 6/6.
Las lentes encontradas en el horizonte C posiblemente son cristales de sulfatos, son brillosos y parecen pequeñas escamas. 
Este perfil corresponde a un sector un poco más elevado dentro del plano del malezal con mayor cantidad de árboles (nuchos muertos).
La superficie del suelo es más nivelada sin presencia de surcos y columnas.

Familia: arcillosa fina.",true,NA,NA,"A 2,5 km. de entrada de Estancia San José, por ruta N° 30, hacia el Oeste a 500 mts. de la tranquera. - Departamento de Curuzú Cuatiá.",413,NA,413,-29.632643,-58.788821,Malezal,NA,C3,húmedo,uniforme,moderada,hídrica,NA,NA,San José ,Sjo,NA,Corrientes,NA,"Argiacuoles típicos, arcilloso fina ",NA,NA,NA,ganadero,subnormal,lenta,muy lento,0 - 1%,clase 1,clase 2,bajo,7.6,NA,100,Escasas,arcilloso limoso
16959,NA,1.64,3.16,NA,5.53,NA,NA,0.6,0.2,0.07,0.16,2.7,0.35,0.03,NA,3.8,0.86,16.66,72.16,3.8,0.02,93.5,NA,NA,NA,NA,0.05,1.52,NA,52,NA,0-22,NA,NA,NA,1.3,"Manchas de materia orgánica escasas, marcadas.",NA,10YR 4/4,10YR 5/4,,blando,muy friable,no adhesivo,no plástico,bloques subangulares,finos,débil,"Gravillas. Poros comunes, finos, vesiculares.",A1,Húmedo,32745,gradual,suave,NA,7189,7189,90,80,NA,no modal,2013-08-06,Pajonal de paja colorada y suelo arado.,Napa freática estacional a partir de los 90 cm. Horizontes saturados y con agua libre desde los 73 cm.,true,NA,NA,"En una Estancia, arrendado por el señor Eduardo Agterberg, en Colonia Santa Bárbara. Departamento San Miguel, Corrientes.",NA,NA,NA,-28.135361,-57.65375,NA,NA,NA,"húmedo, mojado",uniforme,ligera,hídrica,NA,grado 0,Santa Bárbara,Sb,NA,Corrientes,NA,Psamacuentes,NA,NA,clase 0,agrícola,normal,moderadamente lenta,medio,1 - 3%,clase 1,clase 2,pie de loma,NA,22,0,"Abundantes, finas, en toda el área.",arenoso
16960,NA,1.6,3.47,NA,5.26,NA,NA,0.06,0.2,0.05,0.15,4.2,0.26,0.02,NA,3.1,0.68,9.5,73.36,9.14,0.02,92.7,NA,NA,NA,NA,0.04,1.87,NA,46,NA,22-46,NA,NA,NA,NA,,NA,10YR 4/4,10YR 5/6,"Masas no cementadas de hierro oxidado comunes, finas, marcadas.",ligeramente duro,friable,no adhesivo,no plástico,bloques subangulares,medios,débil,"Gravillas. Poros comunes, finos, vesiculares.",A2,Húmedo,32746,gradual,suave,NA,7189,7189,90,80,NA,no modal,2013-08-06,Pajonal de paja colorada y suelo arado.,Napa freática estacional a partir de los 90 cm. Horizontes saturados y con agua libre desde los 73 cm.,true,NA,NA,"En una Estancia, arrendado por el señor Eduardo Agterberg, en Colonia Santa Bárbara. Departamento San Miguel, Corrientes.",NA,NA,NA,-28.135361,-57.65375,NA,NA,NA,"húmedo, mojado",uniforme,ligera,hídrica,NA,grado 0,Santa Bárbara,Sb,NA,Corrientes,NA,Psamacuentes,NA,NA,clase 0,agrícola,normal,moderadamente lenta,medio,1 - 3%,clase 1,clase 2,pie de loma,NA,43,22,"Escasas, finas, en toda el área.",arenoso
16961,NA,2.02,4.43,NA,5.17,NA,NA,0.08,0.2,0.06,0.17,6.3,0.22,0.02,NA,4.2,1,13.28,67.94,7.26,0.02,89.5,NA,NA,NA,NA,0.04,2.41,NA,46,NA,46-73,NA,NA,NA,NA,,NA,10YR 3/6,10YR 5/6,"Masas no cementadas de hierro oxidado comunes, finas, marcadas.",muy duro,friable,no adhesivo,no plástico,bloques subangulares,medios,débil,"Gravillas. Poros comunes, finos, vesiculares.",A3,Húmedo,32747,gradual,suave,NA,7189,7189,90,80,NA,no modal,2013-08-06,Pajonal de paja colorada y suelo arado.,Napa freática estacional a partir de los 90 cm. Horizontes saturados y con agua libre desde los 73 cm.,true,NA,NA,"En una Estancia, arrendado por el señor Eduardo Agterberg, en Colonia Santa Bárbara. Departamento San Miguel, Corrientes.",NA,NA,NA,-28.135361,-57.65375,NA,NA,NA,"húmedo, mojado",uniforme,ligera,hídrica,NA,grado 0,Santa Bárbara,Sb,NA,Corrientes,NA,Psamacuentes,NA,NA,clase 0,agrícola,normal,moderadamente lenta,medio,1 - 3%,clase 1,clase 2,pie de loma,NA,76,43,"Escasas, finas, en toda el área.",arenoso
16962,NA,2.39,4.22,NA,5.3,NA,NA,1,0.2,0.05,0.14,10.5,0.22,0.02,NA,2.5,0.92,13.38,66.68,6,0.02,87,NA,NA,NA,NA,0.03,1.83,NA,57,NA,73-83,NA,NA,NA,NA,,NA,10YR 4/6,10YR 5/6,,muy duro,friable,ligeramente adhesivo,no plástico,masiva,,,"Gravillas. Poros comunes, finos, vesiculares.",Cg1,Mojado saciedad incompleta.,32748,gradual,suave,NA,7189,7189,90,80,NA,no modal,2013-08-06,Pajonal de paja colorada y suelo arado.,Napa freática estacional a partir de los 90 cm. Horizontes saturados y con agua libre desde los 73 cm.,true,NA,NA,"En una Estancia, arrendado por el señor Eduardo Agterberg, en Colonia Santa Bárbara. Departamento San Miguel, Corrientes.",NA,NA,NA,-28.135361,-57.65375,NA,NA,NA,"húmedo, mojado",uniforme,ligera,hídrica,NA,grado 0,Santa Bárbara,Sb,NA,Corrientes,NA,Psamacuentes,NA,NA,clase 0,agrícola,normal,moderadamente lenta,medio,1 - 3%,clase 1,clase 2,pie de loma,NA,83,76,,areno franco
16963,NA,2.85,5.79,NA,5.33,NA,NA,1.2,0.2,0.07,0.18,13,0.22,0.02,NA,4.1,1.02,13.16,65.12,3.54,0.06,82.9,NA,NA,NA,NA,0.03,2.94,NA,49,NA,+ 83,NA,NA,NA,NA,,NA,10YR 4/6,10YR 5/8,"Masas no cementadas de hierro oxidado abundantes, medios, prominentes. Pérdidas de hierro.",muy duro,friable,ligeramente adhesivo,ligeramente plástico,masiva,,,"Gravillas. Poros comunes, finos, vesiculares.",Cg2,Mojado saciedad completa.,32749,,,NA,7189,7189,90,80,NA,no modal,2013-08-06,Pajonal de paja colorada y suelo arado.,Napa freática estacional a partir de los 90 cm. Horizontes saturados y con agua libre desde los 73 cm.,true,NA,NA,"En una Estancia, arrendado por el señor Eduardo Agterberg, en Colonia Santa Bárbara. Departamento San Miguel, Corrientes.",NA,NA,NA,-28.135361,-57.65375,NA,NA,NA,"húmedo, mojado",uniforme,ligera,hídrica,NA,grado 0,Santa Bárbara,Sb,NA,Corrientes,NA,Psamacuentes,NA,NA,clase 0,agrícola,normal,moderadamente lenta,medio,1 - 3%,clase 1,clase 2,pie de loma,NA,NA,83,,franco arenoso
NA,NA,NA,NA,8.85,NA,NA,NA,NA,NA,NA,NA,20.07,3.13,NA,40.43,41.95,11.97,14.3,6.69,2.38,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ankz,NA,22430,NA,NA,NA,5047,C-244 RN,NA,NA,NA,no modal,1982-09-03,NA,NA,true,NA,NA,NA,NA,NA,NA,-41.863056,-66.932917,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perfil C-244 RN,NA,NA,Río Negro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA
NA,NA,NA,NA,8.15,NA,NA,NA,NA,NA,NA,NA,24.46,1.2,NA,26.89,43.57,13.86,14.49,1.84,0.6,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B2tnkz,NA,22431,NA,NA,NA,5047,C-244 RN,NA,NA,NA,no modal,1982-09-03,NA,NA,true,NA,NA,NA,NA,NA,NA,-41.863056,-66.932917,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perfil C-244 RN,NA,NA,Río Negro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,5,NA,NA
NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,33.95,0.62,NA,18.32,26.97,16.74,15.64,4.08,1.85,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cnkz,NA,22432,NA,NA,NA,5047,C-244 RN,NA,NA,NA,no modal,1982-09-03,NA,NA,true,NA,NA,NA,NA,NA,NA,-41.863056,-66.932917,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perfil C-244 RN,NA,NA,Río Negro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,22,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10YR2/1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,A1,S,28401,NA,NA,NA,6379,1052,NA,100,NA,no modal,1970-01-01,"Rastrojo, mijo",NA,true,NA,NA,NA,R 664,3563-6-4,32,-34.257339,-61.524403,NA,NA,NA,"seco, fresco",no uniforme,NA,NA,NA,grado 0,(Sin nombre),NA,NA,Buenos Aires,NA,NA,NA,NA,NA,ganadero,normal,moderada,medio,0 - 1%,clase 5,clase 4,loma,6.5,26,0,RRR,franco
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10YR3/4,NA,NA,NA,NA,NA,NA,,NA,NA,NA,B2,F,28402,NA,NA,NA,6379,1052,NA,100,NA,no modal,1970-01-01,"Rastrojo, mijo",NA,true,NA,NA,NA,R 664,3563-6-4,32,-34.257339,-61.524403,NA,NA,NA,"seco, fresco",no uniforme,NA,NA,NA,grado 0,(Sin nombre),NA,NA,Buenos Aires,NA,NA,NA,NA,NA,ganadero,normal,moderada,medio,0 - 1%,clase 5,clase 4,loma,6.5,61,26,RRR,franco arcillo limoso
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7,5YR3/4",NA,NA,NA,NA,NA,NA,,NA,NA,NA,B3,F,28403,NA,NA,NA,6379,1052,NA,100,NA,no modal,1970-01-01,"Rastrojo, mijo",NA,true,NA,NA,NA,R 664,3563-6-4,32,-34.257339,-61.524403,NA,NA,NA,"seco, fresco",no uniforme,NA,NA,NA,grado 0,(Sin nombre),NA,NA,Buenos Aires,NA,NA,NA,NA,NA,ganadero,normal,moderada,medio,0 - 1%,clase 5,clase 4,loma,6.5,88,61,RR,franco arenoso
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7,5YR4/4",NA,NA,NA,NA,NA,NA,masiva,NA,NA,NA,C,F,28404,NA,NA,NA,6379,1052,NA,100,NA,no modal,1970-01-01,"Rastrojo, mijo",NA,true,NA,NA,NA,R 664,3563-6-4,32,-34.257339,-61.524403,NA,NA,NA,"seco, fresco",no uniforme,NA,NA,NA,grado 0,(Sin nombre),NA,NA,Buenos Aires,NA,NA,NA,NA,NA,ganadero,normal,moderada,medio,0 - 1%,clase 5,clase 4,loma,6.5,115,88,R,
21176,10.9,9.2,10,6.3,6.9,5.5,8100,5.3,2,1.6,0.3,11.8,0.62,0.053,5.6,14.9,65.9,7.3,NA,NA,NA,NA,NA,0,NA,NA,NA,2.6,93,78,NA,5-15,NA,12,NA,NA,NA,NA,10YR 3/2,NA,NA,NA,muy friable,ligeramente adhesivo,ligeramente plástico,granular,medios,moderado,NA,A1,FALSE,27731,claro,suave,NA,6249,505 C,NA,100,NA,no modal,1976-09-22,Centeno pastoreo,NA,true,NA,NA,A 6.2 km al N de Est. Sancti Spiritu.,IR 675,3363-35-4,107,-33.954558,-62.229547,Loma,NA,NA,fresco,uniforme,ligera,hídrica,NA,grado 0,Estancia Santa Ana,ESA,NA,Santa Fe,NA,"Hapludol éntico, franca gruesa",NA,NA,clase 0,ganadero,normal,rápida,rápido,1 - 3%,clase 5,clase 4,NA,6.5,35,0,RRR,franco arenoso
21177,9.5,9.4,9.8,6.8,7.2,6,7816,6.5,1.4,1.2,0.3,14.9,0.34,0.044,5.1,11.4,70.4,3.3,NA,NA,NA,NA,NA,0,NA,NA,NA,2.4,97,80,NA,40-50,NA,8,NA,NA,NA,NA,10YR 3/3,NA,NA,NA,muy friable,no adhesivo,no plástico,masiva,,,NA,AC,FALSE,27732,claro,suave,NA,6249,505 C,NA,100,NA,no modal,1976-09-22,Centeno pastoreo,NA,true,NA,NA,A 6.2 km al N de Est. Sancti Spiritu.,IR 675,3363-35-4,107,-33.954558,-62.229547,Loma,NA,NA,fresco,uniforme,ligera,hídrica,NA,grado 0,Estancia Santa Ana,ESA,NA,Santa Fe,NA,"Hapludol éntico, franca gruesa",NA,NA,clase 0,ganadero,normal,rápida,rápido,1 - 3%,clase 5,clase 4,NA,6.5,54,35,RRR,franco arenoso
21178,7.8,10.5,8.5,7.2,7.5,6.2,8242,8.4,0.9,0.8,0.4,8.6,NA,NA,4.5,10.2,76.7,4.5,NA,NA,NA,NA,NA,0,NA,NA,NA,1.4,100,88,NA,60-80,NA,NA,NA,NA,NA,NA,7.5YR 4/4,NA,NA,NA,muy friable,no adhesivo,no plástico,masiva,,,NA,C,FALSE,27733,,,NA,6249,505 C,NA,100,NA,no modal,1976-09-22,Centeno pastoreo,NA,true,NA,NA,A 6.2 km al N de Est. Sancti Spiritu.,IR 675,3363-35-4,107,-33.954558,-62.229547,Loma,NA,NA,fresco,uniforme,ligera,hídrica,NA,grado 0,Estancia Santa Ana,ESA,NA,Santa Fe,NA,"Hapludol éntico, franca gruesa",NA,NA,clase 0,ganadero,normal,rápida,rápido,1 - 3%,clase 5,clase 4,NA,6.5,100,54,RR,franco arenoso
19068,15.65,28,38.3,4.5,NA,NA,NA,13.3,13.6,0.2,0.9,9.75,2.38,0.16,NA,28,NA,14.95,1.6,0.15,NA,NA,NA,0,NA,NA,NA,10.3,73.1,NA,NA,0-6,NA,15,NA,NA,NA,NA,5YR 3/2,NA,NA,NA,suelto,,,masiva,NA,NA,NA,A11,NA,17080,gradual,NA,NA,3789,627/19C,NA,NA,Sedimentos arenosos fluviales y de coluvios,no modal,1959-10-11,Parque hacia monte,NA,true,NA,NA,"a 15 km al SW de Pichanal, sobre ruta nacional Nº 34, entre Sauzalito y Pichanal",NA,NA,NA,-23.412125,-64.331674,Llanura en las cercanías del río San Francisco,NA,NA,"fresco, húmedo",no uniforme,nula,hídrica,pedregosidad,grado 0,Perfil 627/19,NA,NA,Salta,NA,NA,NA,NA,clase 0,NA,subnormal,rápida,NA,NA,NA,clase 5,tendido,4.8,6,0,NA,arenoso
